id,type_transaction,type_bien,prix,superficie,chambres,salles_bain,ville,quartier,annee_construction,type_courtier,date_publi,terrain_pi2,etages,garage,etage_unite,frais_condo,ascenseur,description
P0286,VENTE,MAISON,1243000,2764,5,2.0,Montreal,Ville-Marie - Avenue Mont-Royal,1973,COURTIER,2026-06-24,6456,1,false,,,,Belle residence avec foyer au bois et veranda
P0287,LOCATION,CONDO,2340,1037,2,2.0,Montreal,Ahuntsic - Rue Ontario,1973,COURTIER,2026-06-13,,,,5,0,false,Unite bien entretenue dans un immeuble recent
P0288,LOCATION,CONDO,1610,820,2,1.0,Longueuil,Saint-Hubert - Boulevard Taschereau,2010,COURTIER,2026-07-30,,,,8,0,false,Appartement au coeur du quartier avec transport a proximite
P0289,LOCATION,CONDO,3440,1365,2,2.0,Montreal,Villeray - Avenue du Parc,1987,COURTIER,2026-05-13,,,,10,0,false,Condo lumineux a distance de marche du metro
P0290,VENTE,CONDO,450000,1019,2,1.0,Longueuil,Greenfield Park - Chemin de Chambly,2013,COURTIER,2026-05-17,,,,2,475,true,Appartement au coeur du quartier avec transport a proximite
P0291,VENTE,CONDO,408000,704,3,1.0,Montreal,Ville-Marie - Avenue Mont-Royal,1976,PROPRIETAIRE_DIRECT,2026-05-19,,,,4,266,true,Appartement au coeur du quartier avec transport a proximite
P0292,VENTE,CONDO,375000,660,2,1.0,Montreal,Verdun - Avenue Mont-Royal,1960,PROPRIETAIRE_DIRECT,2026-06-30,,,,8,261,false,Unite bien entretenue dans un immeuble recent
P0293,VENTE,MAISON,708000,1803,3,2.0,Quebec,Limoilou - Rue Sainte-Catherine,2013,COURTIER,2026-07-05,5944,2,true,,,,Maison spacieuse dans un secteur tranquille
P0294,VENTE,MAISON,794000,1733,5,3.0,Montreal,Villeray - Rue Saint-Denis,1962,PROPRIETAIRE_DIRECT,2026-05-29,3661,2,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0295,VENTE,MAISON,1273000,2449,3,1.0,Montreal,Ville-Marie - Rue Ontario,2004,COURTIER,2026-07-19,6970,3,true,,,,Maison spacieuse dans un secteur tranquille
P0296,VENTE,MAISON,725000,1835,4,3.0,Longueuil,Greenfield Park - Chemin de Chambly,1963,COURTIER,2026-08-21,4213,1,false,,,,Maison familiale avec cour arriere amenagee
P0297,VENTE,MAISON,971000,2728,3,1.0,Quebec,Montcalm - Rue Saint-Jean,2002,PROPRIETAIRE_DIRECT,2026-07-14,5244,2,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0298,LOCATION,CONDO,1160,526,2,1.0,Montreal,Ville-Marie - Avenue du Parc,1975,PROPRIETAIRE_DIRECT,2026-08-01,,,,9,0,false,Condo lumineux a distance de marche du metro
P0299,VENTE,MAISON,1106000,3045,3,3.0,Quebec,Sainte-Foy - Boulevard Charest,2011,COURTIER,2026-06-22,6554,1,true,,,,Maison spacieuse dans un secteur tranquille
P0300,VENTE,MAISON,617000,1412,3,2.0,Montreal,Rosemont - Boulevard Saint-Laurent,1957,COURTIER,2026-05-10,5028,3,false,,,,Propriete lumineuse avec grande salle de sejour
P0301,LOCATION,CONDO,2320,929,1,1.5,Montreal,Rosemont - Rue Sainte-Catherine,2016,COURTIER,2026-05-31,,,,4,0,false,Condo lumineux a distance de marche du metro
P0302,LOCATION,CONDO,2060,1221,2,2.0,Laval,Vimont - Boulevard Saint-Martin,1971,COURTIER,2026-08-18,,,,1,0,false,Appartement au coeur du quartier avec transport a proximite
P0303,VENTE,MAISON,683000,2291,3,2.5,Sherbrooke,Rock Forest - Rue Wellington,1974,COURTIER,2026-07-12,3924,3,false,,,,Propriete lumineuse avec grande salle de sejour
P0304,VENTE,CONDO,361000,654,1,2.0,Laval,Sainte-Rose - Rue Principale,2017,COURTIER,2026-06-04,,,,11,352,true,Unite bien entretenue dans un immeuble recent
P0305,VENTE,CONDO,659000,965,2,2.0,Montreal,Villeray - Avenue du Parc,2010,COURTIER,2026-06-27,,,,3,405,true,Appartement au coeur du quartier avec transport a proximite
P0306,LOCATION,CONDO,2280,1308,3,1.5,Montreal,Ville-Marie - Avenue Mont-Royal,1972,COURTIER,2026-08-31,,,,11,0,true,Condo moderne avec aire ouverte et grandes fenetres
P0307,VENTE,MAISON,797000,1640,3,3.0,Montreal,Le Plateau - Avenue Mont-Royal,1985,PROPRIETAIRE_DIRECT,2026-06-13,4653,1,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0308,LOCATION,MAISON,1770,1131,5,3.0,Laval,Sainte-Rose - Boulevard Saint-Martin,1971,PROPRIETAIRE_DIRECT,2026-08-15,6551,2,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0309,VENTE,CONDO,473000,1234,2,1.0,Quebec,Montcalm - Avenue Cartier,1976,PROPRIETAIRE_DIRECT,2026-08-25,,,,4,524,true,Condo moderne avec aire ouverte et grandes fenetres
P0310,VENTE,MAISON,1538000,2624,3,2.0,Montreal,Le Plateau - Boulevard Saint-Laurent,2014,COURTIER,2026-07-09,7137,1,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0311,LOCATION,CONDO,1930,1187,1,1.0,Quebec,Saint-Roch - Rue Saint-Jean,1984,PROPRIETAIRE_DIRECT,2026-07-18,,,,3,0,false,Condo moderne avec aire ouverte et grandes fenetres
P0312,VENTE,CONDO,552000,1099,2,1.0,Laval,Sainte-Rose - Boulevard des Laurentides,2017,COURTIER,2026-05-19,,,,8,581,false,Logement pratique et ideal pour un premier achat
P0313,VENTE,MAISON,1159000,2131,4,2.0,Montreal,Le Plateau - Rue Sainte-Catherine,1986,COURTIER,2026-06-06,5078,2,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0314,LOCATION,MAISON,3120,2329,3,1.0,Quebec,Saint-Roch - Rue Saint-Jean,1999,COURTIER,2026-06-26,7768,1,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0315,LOCATION,CONDO,2060,960,2,1.5,Montreal,Ahuntsic - Boulevard Saint-Laurent,1959,COURTIER,2026-08-20,,,,10,0,false,Appartement au coeur du quartier avec transport a proximite
P0316,LOCATION,MAISON,2680,1300,3,3.0,Montreal,Ahuntsic - Rue Saint-Denis,1990,COURTIER,2026-05-16,5807,3,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0317,VENTE,MAISON,449000,1344,4,1.0,Sherbrooke,Rock Forest - Rue Wellington,1991,COURTIER,2026-08-24,5556,1,false,,,,Propriete lumineuse avec grande salle de sejour
P0318,LOCATION,MAISON,4290,2869,4,2.5,Longueuil,Vieux-Longueuil - Boulevard Taschereau,1996,COURTIER,2026-07-16,5609,1,false,,,,Belle residence avec foyer au bois et veranda
P0319,VENTE,CONDO,739000,1153,2,2.0,Montreal,Ville-Marie - Rue Saint-Denis,2025,COURTIER,2026-08-28,,,,3,353,false,Unite renovee avec balcon et rangement
P0320,LOCATION,MAISON,4450,2132,4,2.5,Montreal,Le Plateau - Rue Saint-Denis,2005,COURTIER,2026-07-08,3746,2,true,,,,Belle residence avec foyer au bois et veranda
P0321,LOCATION,MAISON,3530,2032,3,2.0,Laval,Chomedey - Boulevard des Laurentides,1963,PROPRIETAIRE_DIRECT,2026-06-27,3901,2,false,,,,Maison spacieuse dans un secteur tranquille
P0322,LOCATION,CONDO,1080,625,2,2.0,Longueuil,Saint-Hubert - Boulevard Taschereau,1992,COURTIER,2026-07-07,,,,13,0,false,Unite renovee avec balcon et rangement
P0323,VENTE,CONDO,800000,1358,3,1.0,Montreal,Villeray - Rue Ontario,1963,PROPRIETAIRE_DIRECT,2026-06-01,,,,6,638,false,Unite bien entretenue dans un immeuble recent
P0324,VENTE,MAISON,1209000,2774,3,2.0,Laval,Vimont - Rue Principale,2001,COURTIER,2026-08-13,5332,1,true,,,,Maison familiale avec cour arriere amenagee
P0325,LOCATION,CONDO,1480,743,2,1.5,Laval,Vimont - Avenue des Perron,1988,COURTIER,2026-08-18,,,,5,0,true,Appartement au coeur du quartier avec transport a proximite
P0326,LOCATION,MAISON,3110,1741,5,1.5,Montreal,Villeray - Boulevard Saint-Laurent,1979,COURTIER,2026-06-01,7070,2,false,,,,Propriete lumineuse avec grande salle de sejour
P0327,VENTE,CONDO,273000,599,2,1.0,Laval,Sainte-Rose - Boulevard des Laurentides,1969,COURTIER,2026-08-13,,,,6,327,false,Condo moderne avec aire ouverte et grandes fenetres
P0328,VENTE,CONDO,674000,1137,3,1.0,Montreal,Ahuntsic - Rue Saint-Denis,1997,COURTIER,2026-06-22,,,,7,470,true,Appartement au coeur du quartier avec transport a proximite
P0329,VENTE,MAISON,1005000,2244,3,2.5,Longueuil,Vieux-Longueuil - Rue Saint-Charles,2016,COURTIER,2026-08-27,6959,1,true,,,,Maison spacieuse dans un secteur tranquille
P0330,VENTE,CONDO,422000,731,3,1.0,Montreal,Verdun - Avenue Mont-Royal,1972,COURTIER,2026-05-08,,,,11,352,false,Condo moderne avec aire ouverte et grandes fenetres
P0331,VENTE,MAISON,1607000,3053,4,2.0,Montreal,Verdun - Avenue Mont-Royal,1991,COURTIER,2026-06-29,5595,2,true,,,,Maison spacieuse dans un secteur tranquille
P0332,VENTE,CONDO,327000,703,3,1.0,Laval,Duvernay - Boulevard Saint-Martin,1992,COURTIER,2026-05-26,,,,5,325,false,Condo lumineux a distance de marche du metro
P0333,VENTE,MAISON,800000,1865,3,1.0,Quebec,Sainte-Foy - Rue Sainte-Catherine,2014,COURTIER,2026-05-29,5896,1,true,,,,Maison spacieuse dans un secteur tranquille
P0334,VENTE,MAISON,1226000,2329,5,3.0,Montreal,Villeray - Rue Sainte-Catherine,1986,COURTIER,2026-06-07,7278,2,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0335,VENTE,MAISON,732000,1858,3,1.0,Longueuil,Greenfield Park - Boulevard Taschereau,1958,COURTIER,2026-06-11,5095,1,false,,,,Belle residence avec foyer au bois et veranda
P0336,VENTE,MAISON,1471000,2370,3,1.5,Montreal,Rosemont - Avenue du Parc,2004,PROPRIETAIRE_DIRECT,2026-07-21,5570,3,true,,,,Maison spacieuse dans un secteur tranquille
P0337,VENTE,MAISON,828000,1773,3,2.0,Longueuil,Saint-Hubert - Boulevard Taschereau,1984,PROPRIETAIRE_DIRECT,2026-05-09,3681,1,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0338,LOCATION,CONDO,1670,922,1,1.0,Laval,Chomedey - Boulevard Saint-Martin,2020,PROPRIETAIRE_DIRECT,2026-05-12,,,,2,0,false,Condo moderne avec aire ouverte et grandes fenetres
P0339,VENTE,CONDO,312000,681,3,1.5,Laval,Vimont - Boulevard Saint-Martin,1968,PROPRIETAIRE_DIRECT,2026-08-08,,,,11,370,true,Condo moderne avec aire ouverte et grandes fenetres
P0340,LOCATION,MAISON,5370,2519,5,3.0,Montreal,Le Plateau - Rue Ontario,2008,COURTIER,2026-07-28,4623,2,true,,,,Maison familiale avec cour arriere amenagee
P0341,LOCATION,CONDO,1570,756,1,1.5,Montreal,Villeray - Boulevard Saint-Laurent,1995,PROPRIETAIRE_DIRECT,2026-07-04,,,,4,0,false,Unite renovee avec balcon et rangement
P0342,LOCATION,CONDO,1700,810,1,1.0,Montreal,Rosemont - Boulevard Saint-Laurent,1982,COURTIER,2026-07-23,,,,4,0,true,Logement pratique et ideal pour un premier achat
P0343,VENTE,MAISON,1094000,2160,3,1.0,Montreal,Ville-Marie - Boulevard Saint-Laurent,1962,COURTIER,2026-07-18,7454,2,true,,,,Belle residence avec foyer au bois et veranda
P0344,VENTE,CONDO,445000,832,3,2.0,Laval,Sainte-Rose - Boulevard des Laurentides,1989,COURTIER,2026-05-14,,,,14,257,true,Logement pratique et ideal pour un premier achat
P0345,VENTE,MAISON,1113000,2699,3,2.0,Longueuil,Vieux-Longueuil - Rue Saint-Charles,2008,COURTIER,2026-08-26,6161,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0346,LOCATION,MAISON,3640,2450,4,1.0,Quebec,Sainte-Foy - Rue Saint-Jean,1988,PROPRIETAIRE_DIRECT,2026-05-25,4819,2,true,,,,Maison spacieuse dans un secteur tranquille
P0347,LOCATION,CONDO,1110,653,2,1.0,Laval,Vimont - Boulevard des Laurentides,1963,COURTIER,2026-08-25,,,,10,0,true,Unite bien entretenue dans un immeuble recent
P0348,LOCATION,MAISON,6240,2951,3,1.0,Montreal,Villeray - Avenue Mont-Royal,2000,COURTIER,2026-07-29,4894,1,false,,,,Belle residence avec foyer au bois et veranda
P0349,VENTE,CONDO,785000,1329,1,1.0,Montreal,Le Plateau - Rue Ontario,1966,COURTIER,2026-08-02,,,,2,466,false,Unite renovee avec balcon et rangement
P0350,LOCATION,CONDO,2030,828,2,1.0,Montreal,Verdun - Rue Sainte-Catherine,2015,COURTIER,2026-08-17,,,,14,0,true,Logement pratique et ideal pour un premier achat
